7,1,97,52
7,1,68,26
7,0,236,130
7,1,80,52
7,0,286,105
7,1,236,130
7,1,53,52
7,1,379,130
7,1,336,131
7,0,176,156
7,0,135,130
7,0,10,52
